Time	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3
3.23	4.21185	3.32896	0	-16.5244	10.5059	0	18.7542	-6.35307	0	
3.24	4.22528	3.33709	0	-16.5834	10.5376	0	18.814	-6.37725	0	
3.25	4.2387	3.34521	0	-16.6424	10.5693	0	18.8738	-6.40144	0	
3.26	4.25213	3.35333	0	-16.7013	10.601	0	18.9336	-6.42562	0	
3.27	4.26556	3.36146	0	-16.7603	10.6327	0	18.9934	-6.44981	0	
3.28	4.27898	3.36958	0	-16.8193	10.6644	0	19.0532	-6.47399	0	
3.29	4.29241	3.3777	0	-16.8782	10.6961	0	19.113	-6.49817	0	
3.3	4.30584	3.38582	0	-16.9372	10.7277	0	19.1728	-6.52235	0	
3.31	4.31926	3.39395	0	-16.9962	10.7594	0	19.2326	-6.54654	0	
3.32	4.33269	3.40207	0	-17.0552	10.7911	0	19.2924	-6.57072	0	
3.33	4.34612	3.41019	0	-17.1141	10.8228	0	19.3522	-6.5949	0	
3.34	4.35954	3.41831	0	-17.1731	10.8545	0	19.412	-6.61908	0	
3.35	4.37297	3.42643	0	-17.2321	10.8862	0	19.4717	-6.64327	0	
3.36	4.3864	3.43456	0	-17.291	10.9179	0	19.5315	-6.66745	0	
3.37	4.39982	3.44268	0	-17.35	10.9496	0	19.5913	-6.69163	0	
3.38	4.41325	3.4508	0	-17.409	10.9812	0	19.6511	-6.71581	0	
3.39	4.42668	3.45892	0	-17.4679	11.0129	0	19.7109	-6.73999	0	
3.4	4.4401	3.46704	0	-17.5269	11.0446	0	19.7707	-6.76417	0	
3.41	4.45353	3.47516	0	-17.5859	11.0763	0	19.8305	-6.78835	0	
3.42	4.46696	3.48329	0	-17.6448	11.108	0	19.8903	-6.81253	0	
3.43	4.48039	3.49141	0	-17.7038	11.1397	0	19.9501	-6.83671	0	
3.44	4.49381	3.49953	0	-17.7628	11.1714	0	20.0099	-6.86089	0	
3.45	4.50724	3.50765	0	-17.8217	11.203	0	20.0697	-6.88507	0	
3.46	4.52067	3.51577	0	-17.8807	11.2347	0	20.1295	-6.90925	0	
3.47	4.5341	3.52389	0	-17.9397	11.2664	0	20.1893	-6.93343	0	
3.48	4.54752	3.53201	0	-17.9986	11.2981	0	20.249	-6.95761	0	
3.49	4.56095	3.54013	0	-18.0576	11.3298	0	20.3088	-6.98179	0	
3.5	4.57438	3.54825	0	-18.1165	11.3615	0	20.3686	-7.00597	0	
3.51	4.58781	3.55637	0	-18.1755	11.3932	0	20.4284	-7.03015	0	
3.52	4.60124	3.56449	0	-18.2345	11.4248	0	20.4882	-7.05433	0	
3.53	4.61466	3.57261	0	-18.2934	11.4565	0	20.548	-7.07851	0	
3.54	4.62809	3.58073	0	-18.3524	11.4882	0	20.6078	-7.10269	0	
3.55	4.64152	3.58885	0	-18.4114	11.5199	0	20.6676	-7.12686	0	
3.56	4.65495	3.59697	0	-18.4703	11.5516	0	20.7274	-7.15104	0	
3.57	4.66838	3.60509	0	-18.5293	11.5833	0	20.7871	-7.17522	0	
3.58	4.68181	3.61321	0	-18.5883	11.615	0	20.8469	-7.1994	0	
3.59	4.69523	3.62133	0	-18.6472	11.6466	0	20.9067	-7.22358	0	
3.6	4.70866	3.62945	0	-18.7062	11.6783	0	20.9665	-7.24775	0	
3.61	4.72209	3.63757	0	-18.7651	11.71	0	21.0263	-7.27193	0	
3.62	4.73552	3.64569	0	-18.8241	11.7417	0	21.0861	-7.29611	0	
3.63	4.74895	3.65381	0	-18.8831	11.7734	0	21.1459	-7.32028	0	
3.64	4.76238	3.66193	0	-18.942	11.8051	0	21.2057	-7.34446	0	
3.65	4.77581	3.67005	0	-19.001	11.8368	0	21.2654	-7.36864	0	
3.66	4.78924	3.67817	0	-19.06	11.8684	0	21.3252	-7.39281	0	
3.67	4.80266	3.68629	0	-19.1189	11.9001	0	21.385	-7.41699	0	
3.68	4.81609	3.6944	0	-19.1779	11.9318	0	21.4448	-7.44117	0	
3.69	4.82952	3.70252	0	-19.2368	11.9635	0	21.5046	-7.46534	0	
3.7	4.84295	3.71064	0	-19.2958	11.9952	0	21.5644	-7.48952	0	
3.71	4.85638	3.71876	0	-19.3548	12.0269	0	21.6241	-7.51369	0	
3.72	4.86981	3.72688	0	-19.4137	12.0585	0	21.6839	-7.53787	0	
3.73	4.88324	3.735	0	-19.4727	12.0902	0	21.7437	-7.56204	0	
3.74	4.89667	3.74312	0	-19.5316	12.1219	0	21.8035	-7.58622	0	
3.75	4.9101	3.75123	0	-19.5906	12.1536	0	21.8633	-7.61039	0	
3.76	4.92353	3.75935	0	-19.6496	12.1853	0	21.9231	-7.63457	0	
3.77	4.93696	3.76747	0	-19.7085	12.217	0	21.9828	-7.65874	0	
3.78	4.95039	3.77559	0	-19.7675	12.2486	0	22.0426	-7.68292	0	
3.79	4.96382	3.78371	0	-19.8264	12.2803	0	22.1024	-7.70709	0	
3.8	4.97725	3.79182	0	-19.8854	12.312	0	22.1622	-7.73126	0	
3.81	4.99068	3.79994	0	-19.9444	12.3437	0	22.222	-7.75544	0	
3.82	5.00411	3.80806	0	-20.0033	12.3754	0	22.2818	-7.77961	0	
3.83	5.01754	3.81618	0	-20.0623	12.4071	0	22.3415	-7.80379	0	
3.84	5.03097	3.82429	0	-20.1212	12.4387	0	22.4013	-7.82796	0	
3.85	5.0444	3.83241	0	-20.1802	12.4704	0	22.4611	-7.85213	0	
3.86	5.05783	3.84053	0	-20.2391	12.5021	0	22.5209	-7.87631	0	
3.87	5.07126	3.84865	0	-20.2981	12.5338	0	22.5807	-7.90048	0	
3.88	5.08469	3.85676	0	-20.3571	12.5655	0	22.6404	-7.92465	0	
3.89	5.09812	3.86488	0	-20.416	12.5972	0	22.7002	-7.94883	0	
3.9	5.11155	3.873	0	-20.475	12.6288	0	22.76	-7.973	0	
3.91	5.12498	3.88111	0	-20.5339	12.6605	0	22.8198	-7.99717	0	
3.92	5.13841	3.88923	0	-20.5929	12.6922	0	22.8796	-8.02134	0	
3.93	5.15184	3.89735	0	-20.6518	12.7239	0	22.9393	-8.04552	0	
3.94	5.16527	3.90546	0	-20.7108	12.7556	0	22.9991	-8.06969	0	
3.95	5.1787	3.91358	0	-20.7698	12.7873	0	23.0589	-8.09386	0	
3.96	5.19213	3.9217	0	-20.8287	12.8189	0	23.1187	-8.11803	0	
3.97	5.20556	3.92981	0	-20.8877	12.8506	0	23.1785	-8.1422	0	
3.98	5.21899	3.93793	0	-20.9466	12.8823	0	23.2382	-8.16637	0	
3.99	5.23242	3.94605	0	-21.0056	12.914	0	23.298	-8.19055	0	
4	5.24585	3.95416	0	-21.0645	12.9457	0	23.3578	-8.21472	0	
4.01	5.25928	3.96228	0	-21.1235	12.9774	0	23.4176	-8.23889	0	
4.02	5.27272	3.97039	0	-21.1824	13.009	0	23.4773	-8.26306	0	
4.03	5.28615	3.97851	0	-21.2414	13.0407	0	23.5371	-8.28723	0	
4.04	5.29958	3.98663	0	-21.3003	13.0724	0	23.5969	-8.3114	0	
4.05	5.31301	3.99474	0	-21.3593	13.1041	0	23.6567	-8.33557	0	
4.06	5.32644	4.00286	0	-21.4183	13.1358	0	23.7164	-8.35974	0	
4.07	5.33987	4.01097	0	-21.4772	13.1674	0	23.7762	-8.38391	0	
4.08	5.3533	4.01909	0	-21.5362	13.1991	0	23.836	-8.40808	0	
4.09	5.36673	4.0272	0	-21.5951	13.2308	0	23.8958	-8.43225	0	
4.1	5.38017	4.03532	0	-21.6541	13.2625	0	23.9556	-8.45642	0	
4.11	5.3936	4.04343	0	-21.713	13.2942	0	24.0153	-8.48059	0	
4.12	5.40703	4.05155	0	-21.772	13.3259	0	24.0751	-8.50476	0	
4.13	5.42046	4.05966	0	-21.8309	13.3575	0	24.1349	-8.52893	0	
4.14	5.43389	4.06778	0	-21.8899	13.3892	0	24.1947	-8.5531	0	
4.15	5.44732	4.07589	0	-21.9488	13.4209	0	24.2544	-8.57727	0	
4.16	5.46075	4.08401	0	-22.0078	13.4526	0	24.3142	-8.60144	0	
4.17	5.47419	4.09212	0	-22.0667	13.4843	0	24.374	-8.62561	0	
4.18	5.48762	4.10024	0	-22.1257	13.5159	0	24.4337	-8.64978	0	
4.19	5.50105	4.10835	0	-22.1847	13.5476	0	24.4935	-8.67395	0	
4.2	5.51448	4.11647	0	-22.2436	13.5793	0	24.5533	-8.69811	0	
4.21	5.52791	4.12458	0	-22.3026	13.611	0	24.6131	-8.72228	0	
4.22	5.54135	4.1327	0	-22.3615	13.6427	0	24.6728	-8.74645	0	
4.23	5.55478	4.14081	0	-22.4205	13.6744	0	24.7326	-8.77062	0	
4.24	5.56821	4.14893	0	-22.4794	13.706	0	24.7924	-8.79479	0	
4.25	5.58164	4.15704	0	-22.5384	13.7377	0	24.8522	-8.81896	0	
4.26	5.59507	4.16516	0	-22.5973	13.7694	0	24.9119	-8.84312	0	
4.27	5.60851	4.17327	0	-22.6563	13.8011	0	24.9717	-8.86729	0	
4.28	5.62194	4.18138	0	-22.7152	13.8328	0	25.0315	-8.89146	0	
4.29	5.63537	4.1895	0	-22.7742	13.8644	0	25.0912	-8.91563	0	
4.3	5.6488	4.19761	0	-22.8331	13.8961	0	25.151	-8.93979	0	
4.31	5.66224	4.20573	0	-22.8921	13.9278	0	25.2108	-8.96396	0	
4.32	5.67567	4.21384	0	-22.951	13.9595	0	25.2706	-8.98813	0	
4.33	5.6891	4.22195	0	-23.01	13.9912	0	25.3303	-9.0123	0	
4.34	5.70253	4.23007	0	-23.0689	14.0228	0	25.3901	-9.03646	0	
4.35	5.71597	4.23818	0	-23.1279	14.0545	0	25.4499	-9.06063	0	
4.36	5.7294	4.2463	0	-23.1868	14.0862	0	25.5096	-9.0848	0	
4.37	5.74283	4.25441	0	-23.2458	14.1179	0	25.5694	-9.10896	0	
4.38	5.75626	4.26252	0	-23.3047	14.1496	0	25.6292	-9.13313	0	
4.39	5.7697	4.27064	0	-23.3637	14.1812	0	25.689	-9.1573	0	
4.4	5.78313	4.27875	0	-23.4226	14.2129	0	25.7487	-9.18146	0	
4.41	5.79656	4.28686	0	-23.4816	14.2446	0	25.8085	-9.20563	0	
4.42	5.80999	4.29498	0	-23.5405	14.2763	0	25.8683	-9.2298	0	
4.43	5.82343	4.30309	0	-23.5995	14.308	0	25.928	-9.25396	0	
4.44	5.83686	4.3112	0	-23.6584	14.3396	0	25.9878	-9.27813	0	
4.45	5.85029	4.31932	0	-23.7174	14.3713	0	26.0476	-9.30229	0	
4.46	5.86373	4.32743	0	-23.7763	14.403	0	26.1073	-9.32646	0	
4.47	5.87716	4.33554	0	-23.8353	14.4347	0	26.1671	-9.35062	0	
4.48	5.89059	4.34365	0	-23.8942	14.4664	0	26.2269	-9.37479	0	
4.49	5.90403	4.35177	0	-23.9532	14.498	0	26.2866	-9.39895	0	
4.5	5.91746	4.35988	0	-24.0121	14.5297	0	26.3464	-9.42312	0	
4.51	5.93089	4.36799	0	-24.0711	14.5614	0	26.4062	-9.44729	0	
4.52	5.94433	4.3761	0	-24.13	14.5931	0	26.4659	-9.47145	0	
4.53	5.95776	4.38422	0	-24.189	14.6248	0	26.5257	-9.49562	0	
4.54	5.97119	4.39233	0	-24.2479	14.6564	0	26.5855	-9.51978	0	
4.55	5.98463	4.40044	0	-24.3068	14.6881	0	26.6453	-9.54394	0	
4.56	5.99806	4.40855	0	-24.3658	14.7198	0	26.705	-9.56811	0	
4.57	6.01149	4.41667	0	-24.4247	14.7515	0	26.7648	-9.59227	0	
4.58	6.02493	4.42478	0	-24.4837	14.7832	0	26.8246	-9.61644	0	
4.59	6.03836	4.43289	0	-24.5426	14.8148	0	26.8843	-9.6406	0	
4.6	6.05179	4.441	0	-24.6016	14.8465	0	26.9441	-9.66477	0	
4.61	6.06523	4.44912	0	-24.6605	14.8782	0	27.0039	-9.68893	0	
4.62	6.07866	4.45723	0	-24.7195	14.9099	0	27.0636	-9.71309	0	
4.63	6.09209	4.46534	0	-24.7784	14.9416	0	27.1234	-9.73726	0	
4.64	6.10553	4.47345	0	-24.8374	14.9732	0	27.1831	-9.76142	0	
4.65	6.11896	4.48156	0	-24.8963	15.0049	0	27.2429	-9.78559	0	
4.66	6.1324	4.48968	0	-24.9553	15.0366	0	27.3027	-9.80975	0	
4.67	6.14583	4.49779	0	-25.0142	15.0683	0	27.3624	-9.83391	0	
4.68	6.15926	4.5059	0	-25.0732	15.0999	0	27.4222	-9.85808	0	
4.69	6.1727	4.51401	0	-25.1321	15.1316	0	27.482	-9.88224	0	
4.7	6.18613	4.52212	0	-25.191	15.1633	0	27.5417	-9.9064	0	
4.71	6.19957	4.53023	0	-25.25	15.195	0	27.6015	-9.93057	0	
4.72	6.213	4.53835	0	-25.3089	15.2267	0	27.6613	-9.95473	0	
4.73	6.22643	4.54646	0	-25.3679	15.2583	0	27.721	-9.97889	0	
4.74	6.23987	4.55457	0	-25.4268	15.29	0	27.7808	-10.0031	0	
4.75	6.2533	4.56268	0	-25.4858	15.3217	0	27.8406	-10.0272	0	
4.76	6.26674	4.57079	0	-25.5447	15.3534	0	27.9003	-10.0514	0	
4.77	6.28017	4.5789	0	-25.6037	15.3851	0	27.9601	-10.0755	0	
4.78	6.29361	4.58701	0	-25.6626	15.4167	0	28.0199	-10.0997	0	
4.79	6.30704	4.59512	0	-25.7216	15.4484	0	28.0796	-10.1239	0	
4.8	6.32047	4.60324	0	-25.7805	15.4801	0	28.1394	-10.148	0	
4.81	6.33391	4.61135	0	-25.8394	15.5118	0	28.1991	-10.1722	0	
4.82	6.34734	4.61946	0	-25.8984	15.5434	0	28.2589	-10.1964	0	
4.83	6.36078	4.62757	0	-25.9573	15.5751	0	28.3187	-10.2205	0	
4.84	6.37421	4.63568	0	-26.0163	15.6068	0	28.3784	-10.2447	0	
4.85	6.38765	4.64379	0	-26.0752	15.6385	0	28.4382	-10.2688	0	
4.86	6.40108	4.6519	0	-26.1342	15.6702	0	28.498	-10.293	0	
4.87	6.41452	4.66001	0	-26.1931	15.7018	0	28.5577	-10.3172	0	
4.88	6.42795	4.66812	0	-26.2521	15.7335	0	28.6175	-10.3413	0	
4.89	6.44138	4.67623	0	-26.311	15.7652	0	28.6772	-10.3655	0	
4.9	6.45482	4.68434	0	-26.3699	15.7969	0	28.737	-10.3896	0	
4.91	6.46825	4.69245	0	-26.4289	15.8285	0	28.7968	-10.4138	0	
4.92	6.48169	4.70056	0	-26.4878	15.8602	0	28.8565	-10.438	0	
4.93	6.49512	4.70867	0	-26.5468	15.8919	0	28.9163	-10.4621	0	
4.94	6.50856	4.71679	0	-26.6057	15.9236	0	28.9761	-10.4863	0	
4.95	6.52199	4.7249	0	-26.6647	15.9553	0	29.0358	-10.5105	0	
4.96	6.53543	4.73301	0	-26.7236	15.9869	0	29.0956	-10.5346	0	
4.97	6.54886	4.74112	0	-26.7825	16.0186	0	29.1553	-10.5588	0	
4.98	6.5623	4.74923	0	-26.8415	16.0503	0	29.2151	-10.5829	0	
4.99	6.57573	4.75734	0	-26.9004	16.082	0	29.2749	-10.6071	0	
5	6.58917	4.76545	0	-26.9594	16.1136	0	29.3346	-10.6313	0	
5.01	6.6026	4.77356	0	-27.0183	16.1453	0	29.3944	-10.6554	0	
5.02	6.61604	4.78167	0	-27.0773	16.177	0	29.4541	-10.6796	0	
5.03	6.62947	4.78978	0	-27.1362	16.2087	0	29.5139	-10.7037	0	
5.04	6.64291	4.79789	0	-27.1951	16.2404	0	29.5737	-10.7279	0	
5.05	6.65635	4.806	0	-27.2541	16.272	0	29.6334	-10.7521	0	
5.06	6.66978	4.81411	0	-27.313	16.3037	0	29.6932	-10.7762	0	
5.07	6.68322	4.82222	0	-27.372	16.3354	0	29.7529	-10.8004	0	
5.08	6.69665	4.83033	0	-27.4309	16.3671	0	29.8127	-10.8245	0	
5.09	6.71009	4.83843	0	-27.4898	16.3987	0	29.8725	-10.8487	0	
5.1	6.72352	4.84654	0	-27.5488	16.4304	0	29.9322	-10.8729	0	
5.11	6.73696	4.85465	0	-27.6077	16.4621	0	29.992	-10.897	0	
5.12	6.75039	4.86276	0	-27.6667	16.4938	0	30.0517	-10.9212	0	
5.13	6.76383	4.87087	0	-27.7256	16.5255	0	30.1115	-10.9453	0	
5.14	6.77726	4.87898	0	-27.7846	16.5571	0	30.1713	-10.9695	0	
5.15	6.7907	4.88709	0	-27.8435	16.5888	0	30.231	-10.9937	0	
5.16	6.80414	4.8952	0	-27.9024	16.6205	0	30.2908	-11.0178	0	
5.17	6.81757	4.90331	0	-27.9614	16.6522	0	30.3505	-11.042	0	
5.18	6.83101	4.91142	0	-28.0203	16.6838	0	30.4103	-11.0661	0	
5.19	6.84444	4.91953	0	-28.0793	16.7155	0	30.47	-11.0903	0	
5.2	6.85788	4.92764	0	-28.1382	16.7472	0	30.5298	-11.1144	0	
5.21	6.87131	4.93575	0	-28.1971	16.7789	0	30.5896	-11.1386	0	
5.22	6.88475	4.94386	0	-28.2561	16.8105	0	30.6493	-11.1628	0	
5.23	6.89819	4.95196	0	-28.315	16.8422	0	30.7091	-11.1869	0	
5.24	6.91162	4.96007	0	-28.374	16.8739	0	30.7688	-11.2111	0	
5.25	6.92506	4.96818	0	-28.4329	16.9056	0	30.8286	-11.2352	0	
5.26	6.93849	4.97629	0	-28.4918	16.9373	0	30.8884	-11.2594	0	
5.27	6.95193	4.9844	0	-28.5508	16.9689	0	30.9481	-11.2836	0	
5.28	6.96537	4.99251	0	-28.6097	17.0006	0	31.0079	-11.3077	0	
5.29	6.9788	5.00062	0	-28.6687	17.0323	0	31.0676	-11.3319	0	
5.3	6.99224	5.00873	0	-28.7276	17.064	0	31.1274	-11.356	0	
5.31	7.00567	5.01683	0	-28.7865	17.0956	0	31.1871	-11.3802	0	
5.32	7.01911	5.02494	0	-28.8455	17.1273	0	31.2469	-11.4043	0	
5.33	7.03255	5.03305	0	-28.9044	17.159	0	31.3066	-11.4285	0	
5.34	7.04598	5.04116	0	-28.9634	17.1907	0	31.3664	-11.4527	0	
5.35	7.05942	5.04927	0	-29.0223	17.2223	0	31.4262	-11.4768	0	
5.36	7.07285	5.05738	0	-29.0812	17.254	0	31.4859	-11.501	0	
5.37	7.08629	5.06549	0	-29.1402	17.2857	0	31.5457	-11.5251	0	
5.38	7.09973	5.07359	0	-29.1991	17.3174	0	31.6054	-11.5493	0	
5.39	7.11316	5.0817	0	-29.2581	17.349	0	31.6652	-11.5734	0	
5.4	7.1266	5.08981	0	-29.317	17.3807	0	31.7249	-11.5976	0	
5.41	7.14004	5.09792	0	-29.3759	17.4124	0	31.7847	-11.6218	0	
5.42	7.15347	5.10603	0	-29.4349	17.4441	0	31.8445	-11.6459	0	
5.43	7.16691	5.11413	0	-29.4938	17.4758	0	31.9042	-11.6701	0	
5.44	7.18035	5.12224	0	-29.5528	17.5074	0	31.964	-11.6942	0	
5.45	7.19378	5.13035	0	-29.6117	17.5391	0	32.0237	-11.7184	0	
5.46	7.20722	5.13846	0	-29.6706	17.5708	0	32.0835	-11.7425	0	
5.47	7.22066	5.14657	0	-29.7296	17.6025	0	32.1432	-11.7667	0	
5.48	7.23409	5.15467	0	-29.7885	17.6341	0	32.203	-11.7909	0	
5.49	7.24753	5.16278	0	-29.8474	17.6658	0	32.2627	-11.815	0	
5.5	7.26097	5.17089	0	-29.9064	17.6975	0	32.3225	-11.8392	0	
5.51	7.2744	5.179	0	-29.9653	17.7292	0	32.3822	-11.8633	0	
5.52	7.28784	5.18711	0	-30.0243	17.7608	0	32.442	-11.8875	0	
5.53	7.30128	5.19521	0	-30.0832	17.7925	0	32.5018	-11.9116	0	
5.54	7.31471	5.20332	0	-30.1421	17.8242	0	32.5615	-11.9358	0	
5.55	7.32815	5.21143	0	-30.2011	17.8559	0	32.6213	-11.96	0	
5.56	7.34159	5.21954	0	-30.26	17.8875	0	32.681	-11.9841	0	
5.57	7.35502	5.22764	0	-30.3189	17.9192	0	32.7408	-12.0083	0	
5.58	7.36846	5.23575	0	-30.3779	17.9509	0	32.8005	-12.0324	0	
5.59	7.3819	5.24386	0	-30.4368	17.9826	0	32.8603	-12.0566	0	
5.6	7.39533	5.25197	0	-30.4958	18.0142	0	32.92	-12.0807	0	
5.61	7.40877	5.26007	0	-30.5547	18.0459	0	32.9798	-12.1049	0	
5.62	7.42221	5.26818	0	-30.6136	18.0776	0	33.0395	-12.129	0	
5.63	7.43565	5.27629	0	-30.6726	18.1093	0	33.0993	-12.1532	0	
5.64	7.44908	5.2844	0	-30.7315	18.1409	0	33.159	-12.1774	0	
5.65	7.46252	5.2925	0	-30.7904	18.1726	0	33.2188	-12.2015	0	
5.66	7.47596	5.30061	0	-30.8494	18.2043	0	33.2785	-12.2257	0	
5.67	7.48939	5.30872	0	-30.9083	18.236	0	33.3383	-12.2498	0	
5.68	7.50283	5.31682	0	-30.9673	18.2676	0	33.3981	-12.274	0	
5.69	7.51627	5.32493	0	-31.0262	18.2993	0	33.4578	-12.2981	0	
5.7	7.52971	5.33304	0	-31.0851	18.331	0	33.5176	-12.3223	0	
5.71	7.54314	5.34115	0	-31.1441	18.3627	0	33.5773	-12.3464	0	
5.72	7.55658	5.34925	0	-31.203	18.3943	0	33.6371	-12.3706	0	
5.73	7.57002	5.35736	0	-31.2619	18.426	0	33.6968	-12.3948	0	
5.74	7.58345	5.36547	0	-31.3209	18.4577	0	33.7566	-12.4189	0	
5.75	7.59689	5.37357	0	-31.3798	18.4894	0	33.8163	-12.4431	0	
5.76	7.61033	5.38168	0	-31.4387	18.521	0	33.8761	-12.4672	0	
5.77	7.62377	5.38979	0	-31.4977	18.5527	0	33.9358	-12.4914	0	
5.78	7.6372	5.39789	0	-31.5566	18.5844	0	33.9956	-12.5155	0	
5.79	7.65064	5.406	0	-31.6156	18.6161	0	34.0553	-12.5397	0	
5.8	7.66408	5.41411	0	-31.6745	18.6477	0	34.1151	-12.5638	0	
5.81	7.67752	5.42221	0	-31.7334	18.6794	0	34.1748	-12.588	0	
5.82	7.69095	5.43032	0	-31.7924	18.7111	0	34.2346	-12.6122	0	
5.83	7.70439	5.43843	0	-31.8513	18.7428	0	34.2943	-12.6363	0	
5.84	7.71783	5.44653	0	-31.9102	18.7744	0	34.3541	-12.6605	0	
5.85	7.73127	5.45464	0	-31.9692	18.8061	0	34.4138	-12.6846	0	
5.86	7.7447	5.46275	0	-32.0281	18.8378	0	34.4736	-12.7088	0	
5.87	7.75814	5.47085	0	-32.087	18.8695	0	34.5333	-12.7329	0	
5.88	7.77158	5.47896	0	-32.146	18.9011	0	34.5931	-12.7571	0	
5.89	7.78502	5.48706	0	-32.2049	18.9328	0	34.6528	-12.7812	0	
5.9	7.79846	5.49517	0	-32.2638	18.9645	0	34.7126	-12.8054	0	
5.91	7.81189	5.50328	0	-32.3228	18.9962	0	34.7723	-12.8295	0	
5.92	7.82533	5.51138	0	-32.3817	19.0278	0	34.8321	-12.8537	0	
5.93	7.83877	5.51949	0	-32.4407	19.0595	0	34.8918	-12.8778	0	
5.94	7.85221	5.5276	0	-32.4996	19.0912	0	34.9516	-12.902	0	
5.95	7.86564	5.5357	0	-32.5585	19.1229	0	35.0113	-12.9262	0	
5.96	7.87908	5.54381	0	-32.6175	19.1545	0	35.0711	-12.9503	0	
5.97	7.89252	5.55191	0	-32.6764	19.1862	0	35.1308	-12.9745	0	
5.98	7.90596	5.56002	0	-32.7353	19.2179	0	35.1906	-12.9986	0	
5.99	7.9194	5.56813	0	-32.7943	19.2496	0	35.2503	-13.0228	0	
6	7.93283	5.57623	0	-32.8532	19.2812	0	35.3101	-13.0469	0	
6.01	7.94627	5.58434	0	-32.9121	19.3129	0	35.3698	-13.0711	0	
6.02	7.95971	5.59244	0	-32.9711	19.3446	0	35.4296	-13.0952	0	
6.03	7.97315	5.60055	0	-33.03	19.3763	0	35.4893	-13.1194	0	
6.04	7.98659	5.60866	0	-33.0889	19.4079	0	35.5491	-13.1435	0	
6.05	8.00002	5.61676	0	-33.1479	19.4396	0	35.6088	-13.1677	0	
6.06	8.01346	5.62487	0	-33.2068	19.4713	0	35.6686	-13.1918	0	
6.07	8.0269	5.63297	0	-33.2657	19.503	0	35.7283	-13.216	0	
6.08	8.04034	5.64108	0	-33.3247	19.5346	0	35.7881	-13.2401	0	
6.09	8.05378	5.64918	0	-33.3836	19.5663	0	35.8478	-13.2643	0	
6.1	8.06722	5.65729	0	-33.4425	19.598	0	35.9076	-13.2884	0	
6.11	8.08065	5.6654	0	-33.5015	19.6297	0	35.9673	-13.3126	0	
6.12	8.09409	5.6735	0	-33.5604	19.6613	0	36.0271	-13.3368	0	
6.13	8.10753	5.68161	0	-33.6193	19.693	0	36.0868	-13.3609	0	
6.14	8.12097	5.68971	0	-33.6783	19.7247	0	36.1466	-13.3851	0	
6.15	8.13441	5.69782	0	-33.7372	19.7564	0	36.2063	-13.4092	0	
6.16	8.14785	5.70592	0	-33.7961	19.788	0	36.2661	-13.4334	0	
6.17	8.16128	5.71403	0	-33.8551	19.8197	0	36.3258	-13.4575	0	
6.18	8.17472	5.72213	0	-33.914	19.8514	0	36.3856	-13.4817	0	
6.19	8.18816	5.73024	0	-33.9729	19.8831	0	36.4453	-13.5058	0	
6.2	8.2016	5.73834	0	-34.0319	19.9147	0	36.5051	-13.53	0	
6.21	8.21504	5.74645	0	-34.0908	19.9464	0	36.5648	-13.5541	0	
6.22	8.22848	5.75455	0	-34.1497	19.9781	0	36.6246	-13.5783	0	
6.23	8.24191	5.76266	0	-34.2087	20.0098	0	36.6843	-13.6024	0	
6.24	8.25535	5.77077	0	-34.2676	20.0414	0	36.744	-13.6266	0	
6.25	8.26879	5.77887	0	-34.3265	20.0731	0	36.8038	-13.6507	0	
6.26	8.28223	5.78698	0	-34.3855	20.1048	0	36.8635	-13.6749	0	
6.27	8.29567	5.79508	0	-34.4444	20.1364	0	36.9233	-13.699	0	
6.28	8.30911	5.80319	0	-34.5033	20.1681	0	36.983	-13.7232	0	
6.29	8.32255	5.81129	0	-34.5623	20.1998	0	37.0428	-13.7473	0	
6.3	8.33599	5.8194	0	-34.6212	20.2315	0	37.1025	-13.7715	0	
6.31	8.34942	5.8275	0	-34.6801	20.2631	0	37.1623	-13.7956	0	
6.32	8.36286	5.83561	0	-34.7391	20.2948	0	37.222	-13.8198	0	
6.33	8.3763	5.84371	0	-34.798	20.3265	0	37.2818	-13.8439	0	
6.34	8.38974	5.85181	0	-34.8569	20.3582	0	37.3415	-13.8681	0	
6.35	8.40318	5.85992	0	-34.9159	20.3898	0	37.4013	-13.8922	0	
6.36	8.41662	5.86802	0	-34.9748	20.4215	0	37.461	-13.9164	0	
6.37	8.43006	5.87613	0	-35.0337	20.4532	0	37.5208	-13.9406	0	
6.38	8.4435	5.88423	0	-35.0927	20.4849	0	37.5805	-13.9647	0	
6.39	8.45693	5.89234	0	-35.1516	20.5165	0	37.6402	-13.9889	0	
6.4	8.47037	5.90044	0	-35.2105	20.5482	0	37.7	-14.013	0	
6.41	8.48381	5.90855	0	-35.2695	20.5799	0	37.7597	-14.0372	0	
6.42	8.49725	5.91665	0	-35.3284	20.6116	0	37.8195	-14.0613	0	
6.43	8.51069	5.92476	0	-35.3873	20.6432	0	37.8792	-14.0855	0	
6.44	8.52413	5.93286	0	-35.4462	20.6749	0	37.939	-14.1096	0	
6.45	8.53757	5.94097	0	-35.5052	20.7066	0	37.9987	-14.1338	0	
6.46	8.55101	5.94907	0	-35.5641	20.7382	0	38.0585	-14.1579	0	
6.47	8.56445	5.95718	0	-35.623	20.7699	0	38.1182	-14.1821	0	
6.48	8.57789	5.96528	0	-35.682	20.8016	0	38.178	-14.2062	0	
6.49	8.59132	5.97338	0	-35.7409	20.8333	0	38.2377	-14.2304	0	
